ad_id,issue_field,issue_class
CR06890124318794055681,advertiser_name,ISSUE16
CR06890227123131252737,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06890326628933566465,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06892205419427528705,aws_ocr_img_text|advertiser_name,ISSUE83|ISSUE18
CR06892863202258845697,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06893317300561117185,ad_text,ISSUE10
CR06893515212654116865,aws_ocr_video_text|advertiser_name,ISSUE18|ISSUE18
CR06893529506305277953,aws_ocr_video_text|google_asr_text,ISSUE16|ISSUE16
CR06894012191909871617,google_asr_text,ISSUE16
CR06894473986793537537,aws_ocr_img_text,"ISSUE18,ISSUE83"
CR06894594933072592897,google_asr_text,"ISSUE30,ISSUE22"
CR06894923412171390977,advertiser_name,ISSUE18
CR06895571299398057985,aws_ocr_img_text,ISSUE22
CR06896126552770084865,aws_ocr_img_text|advertiser_name,"ISSUE215,ISSUE83|ISSUE18"
CR06896129851304968193,aws_ocr_img_text|advertiser_name,ISSUE32|ISSUE65
CR06896997365979283457,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE53"
CR06897676658006818817,ad_text|aws_ocr_img_text,ISSUE212|ISSUE212
CR06897780768014073857,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE91
CR06897843715054764033,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06898060387564912641,ad_title|ad_text,"ISSUE90|ISSUE215,ISSUE90"
CR06898351414548889601,aws_ocr_img_text,"ISSUE209,ISSUE53"
CR06898569736326479873,aws_ocr_img_text,"ISSUE62,ISSUE60"
CR06900029544170782721,advertiser_name,ISSUE18
CR06900080946339381249,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE212|ISSUE10,ISSUE212"
CR06900664237257916417,google_asr_text|advertiser_name|aws_ocr_video_text,ISSUE90|ISSUE16|ISSUE32
CR06900706843333492737,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE55,ISSUE56|ISSUE30"
CR06900931418583465985,advertiser_name|ad_title|ad_text,ISSUE10|ISSUE10|ISSUE10
CR06901406132728758273,ad_text,ISSUE32
CR06901508662188048385,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE12|ISSUE215,ISSUE12"
CR06901537593087754241,advertiser_name,ISSUE18
CR06901634831147335681,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR06901700801845002241,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE30|ISSUE30"
CR06902146378932158465,advertiser_name,ISSUE18
CR06902234339862380545,google_asr_text|advertiser_name,ISSUE90|ISSUE10
CR06902380574908874753,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10"
CR06902660400618143745,ad_text|aws_ocr_img_text,ISSUE212|ISSUE212
CR06902690362310000641,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE22|ISSUE215,ISSUE40,ISSUE22"
CR06902805536153010177,ad_text|aws_ocr_img_text,ISSUE212|ISSUE212
CR06903106252583206913,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR06903534787240132609,advertiser_name,ISSUE18
CR06903673600583139329,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE58"
CR06903931985815666689,aws_ocr_img_text,"ISSUE40,ISSUE212"
CR06904040837466816513,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE209,ISSUE53|ISSUE30"
CR06904500983083040769,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE18,ISSUE83|ISSUE18,ISSUE83,ISSUE22"
CR06904958929676009473,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE83|ISSUE30,ISSUE16,ISSUE83,ISSUE90"
CR06905099667164364801,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE16"
CR06906112042495639553,aws_ocr_img_text|advertiser_name,ISSUE10|ISSUE18
CR06906128810047963137,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE12|ISSUE215,ISSUE12"
CR06906328921164218369,google_asr_text|aws_ocr_video_text,"ISSUE30|ISSUE30,ISSUE200,ISSUE45"
CR06906723370960683009,aws_ocr_img_text,ISSUE212
CR06906725844861845505,advertiser_name,ISSUE22
CR06906850089675784193,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16,ISSUE83,ISSUE54|ISSUE62|ISSUE62"
CR06906978457658327041,google_asr_text,"ISSUE18,ISSUE60"
CR06907004845937393665,advertiser_name|ad_title|ad_text,ISSUE212|ISSUE30|ISSUE30
CR06907451522536177665,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE53"
CR06907727499954749441,ad_text|ad_title,"ISSUE30,ISSUE58|ISSUE22"
CR06908894975145017345,ad_text,ISSUE22
CR06909019151239479297,google_asr_text,ISSUE32
CR06909428169565011969,aws_ocr_img_text|advertiser_name,ISSUE10|ISSUE16
CR06909625257024290817,ad_text,ISSUE212
CR06909718097037361153,ad_text,ISSUE91
CR06909860552512634881,ad_title,"ISSUE215,ISSUE40,ISSUE212,ISSUE83"
CR06910107667750977537,google_asr_text|aws_ocr_video_text|advertiser_name,ISSUE18|ISSUE18|ISSUE65
CR06910152816447193089,aws_ocr_img_text|ad_text,ISSUE10|ISSUE10
CR06910292660582350849,ad_title|ad_text,ISSUE91|ISSUE91
CR06910373749564899329,advertiser_name|ad_title,ISSUE18|ISSUE212
CR06910734389378809857,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE16|ISSUE215,ISSUE16"
CR06911348191745015809,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06911588435035684865,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE12,ISSUE55|ISSUE55"
CR06911598880396148737,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE16|ISSUE30,ISSUE16"
CR06912908398744829953,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE54|ISSUE16,ISSUE209,ISSUE53"
CR06913033743070396417,aws_ocr_video_text|google_asr_text,ISSUE56|ISSUE56
CR06913096415233179649,google_asr_text,"ISSUE40,ISSUE45"
CR06913502959657549825,advertiser_name|ad_text,ISSUE16|ISSUE95
CR06913711042233106433,advertiser_name,ISSUE12
CR06913728978016534529,advertiser_name,ISSUE18
CR06913863874349367297,aws_ocr_img_text,"ISSUE215,ISSUE62,ISSUE22"
CR06915340518465470465,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE18,ISSUE62|ISSUE10|ISSUE10,ISSUE18,ISSUE62,ISSUE45"
CR06917061254162939905,advertiser_name,ISSUE16
CR06917305070866399233,google_asr_text|aws_ocr_video_text,"ISSUE209,ISSUE54,ISSUE55,ISSUE53|ISSUE54,ISSUE55"
CR06917489788819865601,aws_ocr_video_text|google_asr_text,ISSUE95|ISSUE95
CR06917862798139588609,aws_ocr_video_text|google_asr_text,"ISSUE65|ISSUE40,ISSUE212,ISSUE95,ISSUE45"
CR06917903205191909377,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE62,ISSUE90|ISSUE30,ISSUE90"
CR06918153893843042305,google_asr_text|aws_ocr_video_text,"ISSUE209,ISSUE83,ISSUE53|ISSUE53"
CR06918979901953409025,advertiser_name,ISSUE16
CR06919495572906835969,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30"
CR06919833947610284033,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE83,ISSUE90|ISSUE215,ISSUE16,ISSUE83,ISSUE90"
CR06920086354248335361,aws_ocr_video_text|google_asr_text,ISSUE95|ISSUE95
CR06922437591144857601,advertiser_name|aws_ocr_img_text,"ISSUE62|ISSUE215,ISSUE62"
CR06922466453325086721,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE18|ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200"
CR06922687180284362753,ad_text,ISSUE12
CR06923308404354056193,google_asr_text,"ISSUE30,ISSUE58"
CR06923424127952879617,google_asr_text|aws_ocr_video_text,ISSUE10|ISSUE10
CR06923945296464445441,aws_ocr_video_text|google_asr_text,"ISSUE54,ISSUE53|ISSUE54"
CR06924199283650461697,aws_ocr_video_text|google_asr_text,ISSUE45|ISSUE45
CR06925686922882842625,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE83|ISSUE215,ISSUE10,ISSUE83"
CR06925985440289783809,ad_text|aws_ocr_img_text,ISSUE212|ISSUE212
CR06926094841696747521,advertiser_name|google_asr_text,ISSUE62|ISSUE18
CR06926131950214184961,aws_ocr_img_text|advertiser_name,"ISSUE16,ISSUE90|ISSUE10,ISSUE16,ISSUE18,ISSUE83"
CR06926294677935095809,advertiser_name|google_asr_text,"ISSUE16|ISSUE12,ISSUE18"
CR06929040433347559425,google_asr_text|aws_ocr_video_text,"ISSUE54,ISSUE55|ISSUE55"
CR06929147085975453697,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE212,ISSUE200|ISSUE209,ISSUE53"
CR06930426367754371073,google_asr_text|aws_ocr_video_text,ISSUE215|ISSUE215
CR06931694379539103745,ad_text,ISSUE12
CR06931784814370488321,ad_text|advertiser_name,"ISSUE40|ISSUE212,ISSUE18"
CR06931957162818142209,aws_ocr_video_text|google_asr_text,ISSUE18|ISSUE18
CR06932813407498272769,ad_text,ISSUE53
CR06932893122091286529,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR06932998400329646081,advertiser_name|ad_text,ISSUE16|ISSUE95
CR06933796714490888193,ad_text,ISSUE212
CR06934451679823659009,advertiser_name|ad_text|ad_title,ISSUE90|ISSUE40|ISSUE212
CR06934663335812005889,advertiser_name,"ISSUE30,ISSUE90"
CR06934868944486400001,advertiser_name,"ISSUE16,ISSUE18"
CR06935200722120081409,ad_text,ISSUE215
CR06935362625207271425,aws_ocr_img_text,"ISSUE30,ISSUE58"
CR06935424747614240769,ad_text,ISSUE90
CR06935685331870023681,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06935940968323481601,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30"
CR06936243334021120001,aws_ocr_video_text|google_asr_text,ISSUE212|ISSUE212
CR06936790890811752449,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE12|ISSUE212"
CR06937437403648884737,google_asr_text|aws_ocr_video_text,ISSUE12|ISSUE12
CR06937465716073299969,advertiser_name,ISSUE18
CR06937765058113961985,google_asr_text,ISSUE30
CR06937902497067433985,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE22
CR06939041041357996033,aws_ocr_video_text|google_asr_text,ISSUE62|ISSUE62
CR06939201020299837441,ad_text,ISSUE18
CR06939629554956763137,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE40,ISSUE212|ISSUE32|ISSUE40,ISSUE212"
CR06939669137375363073,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06940666669299662849,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE16,ISSUE91|ISSUE10,ISSUE16"
CR06941207629020528641,google_asr_text|aws_ocr_video_text,ISSUE10|ISSUE10
CR06942111427578560513,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06942380807927365633,aws_ocr_video_text|google_asr_text,ISSUE83|ISSUE83
CR06942439906677358593,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE215,ISSUE209,ISSUE18,ISSUE53|ISSUE10|ISSUE215,ISSUE18,ISSUE53"
CR06942514948345954305,aws_ocr_img_text,"ISSUE212,ISSUE32"
CR06942982240787759105,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06943074599764492289,google_asr_text,ISSUE53
CR06943300549404000257,google_asr_text|aws_ocr_video_text,ISSUE90|ISSUE90
CR06943434140066775041,aws_ocr_img_text,"ISSUE40,ISSUE200"
CR06943644971421401089,advertiser_name,ISSUE18
CR06943864049113235457,ad_text|ad_title,"ISSUE18,ISSUE95|ISSUE212"
CR06943923422741135361,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE54|ISSUE30,ISSUE54"
CR06944053989746933761,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE58|ISSUE30,ISSUE209,ISSUE53"
CR06945247234740977665,google_asr_text,"ISSUE10,ISSUE30,ISSUE65,ISSUE32"
CR06946323656624570369,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06946583141368725505,aws_ocr_img_text,"ISSUE40,ISSUE212,ISSUE62"
CR06946971268973330433,advertiser_name|aws_ocr_video_text|google_asr_text,ISSUE22|ISSUE32|ISSUE10
CR06947510029670940673,google_asr_text,ISSUE83
CR06948200522973184001,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE54|ISSUE30,ISSUE40,ISSUE200,ISSUE58"
CR06948645550304526337,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR06948734885624283137,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06949071336182382593,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE30,ISSUE32|ISSUE53"
CR06949589206159065089,ad_title,ISSUE32
CR06949986954490413057,google_asr_text,ISSUE90
CR06950595259298480129,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06950834952833335297,aws_ocr_video_text|google_asr_text,"ISSUE62,ISSUE22|ISSUE215,ISSUE83,ISSUE62"
CR06951182329788235777,advertiser_name,ISSUE53
CR06951427589600706561,google_asr_text|advertiser_name,"ISSUE62,ISSUE53|ISSUE62"
CR06951446281298378753,aws_ocr_img_text,ISSUE16
CR06951534242228600833,advertiser_name|aws_ocr_img_text,"ISSUE18|ISSUE16,ISSUE22"
CR06951831660123914241,advertiser_name,ISSUE16
CR06952568882670338049,aws_ocr_video_text,ISSUE53
CR06953234155924619265,ad_text|advertiser_name,ISSUE90|ISSUE90
CR06953443887767617537,advertiser_name,ISSUE18
CR06953800060815540225,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE200"
CR06954003745344585729,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR06955158232553750529,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE30|ISSUE10,ISSUE30"
CR06955291823216525313,google_asr_text|aws_ocr_video_text,ISSUE18|ISSUE18
CR06955317386861871105,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE10|ISSUE30,ISSUE200,ISSUE58"
CR06955770385652514817,google_asr_text,"ISSUE40,ISSUE22"
CR06955859720972271617,ad_text,"ISSUE10,ISSUE40"
CR06956393327709126657,advertiser_name,ISSUE22
CR06957397662861623297,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200,ISSUE58"
CR06958145330768510977,aws_ocr_img_text,ISSUE30
CR06958155501251067905,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40,ISSUE200|ISSUE30,ISSUE200,ISSUE45"
CR06958258305588264961,ad_text,ISSUE212
CR06958294039716167681,ad_title|advertiser_name,"ISSUE212,ISSUE32|ISSUE90"
CR06958872382832377857,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE83,ISSUE53|ISSUE10,ISSUE83"
CR06959748693599715329,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE10,ISSUE30,ISSUE22|ISSUE10,ISSUE16|ISSUE10"
CR06959759413838086145,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE32
CR06959938909111320577,google_asr_text,ISSUE30
CR06961021653186772993,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE95|ISSUE95"
CR06961140675320479745,aws_ocr_img_text,"ISSUE12,ISSUE90"
CR06961460083448348673,aws_ocr_video_text|google_asr_text,ISSUE62|ISSUE62
CR06961791311326216193,google_asr_text,"ISSUE10,ISSUE12,ISSUE16,ISSUE18,ISSUE22"
CR06962151126506405889,ad_text|advertiser_name|ad_title,"ISSUE16,ISSUE90|ISSUE10|ISSUE16"
CR06962482079506366465,aws_ocr_video_text|google_asr_text,"ISSUE22|ISSUE16,ISSUE32"
CR06963105502599315457,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE30,ISSUE58|ISSUE30|ISSUE22"
CR06963656357924831233,google_asr_text,ISSUE90
CR06963681646692270081,google_asr_text,"ISSUE18,ISSUE83"
CR06963714632041103361,aws_ocr_video_text|google_asr_text,"ISSUE18,ISSUE54,ISSUE53|ISSUE212,ISSUE209,ISSUE18,ISSUE54,ISSUE53,ISSUE22"
CR06963801218581790721,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE54,ISSUE55,ISSUE53|ISSUE209,ISSUE53"
CR06964205014227091457,aws_ocr_video_text,ISSUE10
CR06965308923901378561,ad_text|advertiser_name|ad_title,"ISSUE212|ISSUE212|ISSUE40,ISSUE212"
CR06965429320424620033,google_asr_text,ISSUE32
CR06965506286238564353,google_asr_text|aws_ocr_video_text,"ISSUE215|ISSUE215,ISSUE54,ISSUE55"
CR06965757524645511169,aws_ocr_img_text|ad_text,"ISSUE212,ISSUE95,ISSUE22|ISSUE32"
CR06966457638674497537,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE83|ISSUE215,ISSUE83"
CR06966646754674475009,aws_ocr_img_text,ISSUE18
CR06966782269482598401,aws_ocr_img_text,ISSUE30
CR06966788316796551169,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06967354840162762753,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE16,ISSUE200|ISSUE30,ISSUE200"
CR06967458469133680641,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR06967489255459258369,aws_ocr_video_text,ISSUE215
CR06967638789040635905,aws_ocr_img_text,"ISSUE215,ISSUE10"
CR06967710257296441345,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR06967715754854580225,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200,ISSUE58"
CR06967723176558067713,ad_text,ISSUE40
CR06967968642528968705,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE32|ISSUE12|ISSUE10,ISSUE12"
CR06968062101017329665,google_asr_text,"ISSUE30,ISSUE58"
CR06968090688319651841,advertiser_name|aws_ocr_img_text,"ISSUE16|ISSUE16,ISSUE22"
CR06968828185743982593,google_asr_text|aws_ocr_video_text,"ISSUE83,ISSUE54|ISSUE54"
CR06968979093714894849,google_asr_text,ISSUE30
CR06969281184534626305,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE55,ISSUE56|ISSUE30"
CR06970376298115891201,google_asr_text|advertiser_name,"ISSUE16|ISSUE16,ISSUE60"
CR06970522808040292353,google_asr_text|aws_ocr_video_text,ISSUE12|ISSUE12
CR06970830671296069633,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30|ISSUE30,ISSUE40,ISSUE200|ISSUE212"
CR06971189112086724609,google_asr_text,"ISSUE212,ISSUE18"
CR06971870809295945729,advertiser_name,ISSUE32
CR06972267114518282241,advertiser_name,ISSUE16
CR06972587484718825473,ad_text,ISSUE212
CR06972953828249305089,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06973012102365577217,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE83|ISSUE215,ISSUE12,ISSUE83"
CR06973793855132925953,google_asr_text,ISSUE12
CR06973833162673618945,advertiser_name,ISSUE18
CR06974895565783957505,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE45|ISSUE40"
CR06975098975435096065,advertiser_name|google_asr_text,ISSUE18|ISSUE212
CR06975532183016439809,google_asr_text|advertiser_name|aws_ocr_video_text,ISSUE83|ISSUE62|ISSUE83
CR06975890623807094785,advertiser_name|google_asr_text,"ISSUE16|ISSUE62,ISSUE53"
CR06976614102458171393,google_asr_text|advertiser_name,"ISSUE30,ISSUE58|ISSUE30"
CR06976826308202332161,ad_text,"ISSUE40,ISSUE212"
CR06977152863155781633,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE62|ISSUE10"
CR06977760618208034817,aws_ocr_video_text|advertiser_name|google_asr_text,ISSUE95|ISSUE65|ISSUE40
CR06978907683713712129,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE16,ISSUE18,ISSUE53,ISSUE32|ISSUE215,ISSUE83"
CR06979217196236931073,aws_ocr_video_text|google_asr_text,ISSUE212|ISSUE212
CR06979826875434532865,advertiser_name,ISSUE45
CR06979903841248477185,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30,ISSUE53|ISSUE209,ISSUE53|ISSUE212,ISSUE12"
CR06980142435271704577,aws_ocr_video_text|google_asr_text,"ISSUE62|ISSUE215,ISSUE40,ISSUE62"
CR06980148757463564289,google_asr_text,"ISSUE18,ISSUE65,ISSUE60,ISSUE22"
CR06980358489306562561,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE83|ISSUE215"
CR06980471189248409601,ad_text,ISSUE18
CR06981213084719251457,aws_ocr_img_text,ISSUE18
CR06981790603201740801,aws_ocr_img_text,ISSUE212
CR06982003908457529345,advertiser_name|google_asr_text,"ISSUE16|ISSUE215,ISSUE16"
CR06982092694021472257,advertiser_name|google_asr_text,"ISSUE65|ISSUE209,ISSUE53"
CR06982463229440032769,ad_text|advertiser_name,ISSUE16|ISSUE16
CR06982743604905115649,aws_ocr_video_text,ISSUE212
CR06983504466951536641,google_asr_text,ISSUE32
CR06983561916434087937,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE215,ISSUE10,ISSUE12,ISSUE22|ISSUE12"
CR06983785117294526465,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE62,ISSUE22|ISSUE10,ISSUE212,ISSUE62"
CR06983938980202938369,advertiser_name,ISSUE16
CR06984403042829336577,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR06984620746131636225,google_asr_text,ISSUE30
CR06985588110205648897,ad_text,ISSUE212
CR06985757641154756609,google_asr_text|aws_ocr_video_text|advertiser_name,ISSUE18|ISSUE18|ISSUE65
CR06985955553247756289,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR06986577327073263617,advertiser_name,ISSUE18
CR06988614172363718657,aws_ocr_img_text,ISSUE83
CR06989002025090416641,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE30,ISSUE55,ISSUE56|ISSUE215,ISSUE30,ISSUE55,ISSUE56"
CR06989032811415994369,advertiser_name,ISSUE18
CR06990369817555369985,google_asr_text|aws_ocr_video_text,ISSUE32|ISSUE32
CR06991398960438968321,advertiser_name,ISSUE18
CR06991519082084302849,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06991836291188916225,advertiser_name,ISSUE16
CR06992353336531877889,advertiser_name,ISSUE18
CR06992648005648121857,aws_ocr_img_text,ISSUE212
CR06992826951165542401,google_asr_text|aws_ocr_video_text,"ISSUE18,ISSUE60|ISSUE18"
CR06993048227880632321,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR06993201334874800129,advertiser_name|aws_ocr_img_text,"ISSUE18|ISSUE10,ISSUE12"
CR06993809089927053313,google_asr_text|aws_ocr_video_text,"ISSUE55,ISSUE56,ISSUE90|ISSUE54,ISSUE90"
CR06994259065060720641,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30"
CR06994306344060715009,aws_ocr_img_text,ISSUE212
CR06995477323944296449,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE55,ISSUE56|ISSUE10,ISSUE55,ISSUE56"
CR06995785187200073729,aws_ocr_video_text|google_asr_text,ISSUE16|ISSUE12
CR06996227190874439681,aws_ocr_img_text|advertiser_name,"ISSUE209,ISSUE53|ISSUE16"
CR06997084809944104961,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR06997185965013860353,google_asr_text|advertiser_name,"ISSUE215,ISSUE16,ISSUE18,ISSUE83,ISSUE95|ISSUE18"
CR06997871579233255425,advertiser_name|ad_text|ad_title,ISSUE62|ISSUE18|ISSUE18
CR06997991632159113217,ad_title,ISSUE215
CR06998488611414867969,aws_ocr_video_text,"ISSUE215,ISSUE10"
CR06998537814560210945,google_asr_text|aws_ocr_video_text,"ISSUE18,ISSUE60|ISSUE18"
CR06998660135228801025,google_asr_text|aws_ocr_video_text,ISSUE18|ISSUE18
CR06998840180257849345,advertiser_name,ISSUE18
CR06999135124252000257,advertiser_name,ISSUE16
CR06999174981548507137,advertiser_name,ISSUE18
CR06999253871507800065,aws_ocr_img_text,ISSUE212
CR06999427869222895617,advertiser_name,ISSUE18
CR06999537545507766273,google_asr_text,ISSUE53
CR07000085102298398721,advertiser_name,ISSUE12
CR07000107848445198337,ad_text,ISSUE22
CR07000250853676285953,ad_title,ISSUE12
CR07000441344065798145,advertiser_name,ISSUE18
CR07000453713571610625,aws_ocr_img_text|advertiser_name,ISSUE30|ISSUE16
CR07000880324083187713,google_asr_text|aws_ocr_video_text,ISSUE10|ISSUE10
CR07001210177571520513,aws_ocr_video_text|ad_title|advertiser_name,ISSUE53|ISSUE12|ISSUE53
CR07001224196344774657,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE12
CR07001620020530774017,advertiser_name|ad_text|aws_ocr_img_text,"ISSUE16|ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR07001698360734253057,aws_ocr_video_text|google_asr_text,"ISSUE55,ISSUE56|ISSUE55,ISSUE56"
CR07001722000234250241,ad_text|ad_title,ISSUE83|ISSUE32
CR07001988631803985921,aws_ocr_video_text,"ISSUE30,ISSUE200"
CR07002490009106251777,aws_ocr_img_text,"ISSUE10,ISSUE212"
CR07002880335734112257,google_asr_text,ISSUE18
CR07003294851617783809,google_asr_text,ISSUE212
CR07003836635972370433,ad_text,ISSUE32
CR07004324819135102977,google_asr_text,ISSUE10
CR07005173367233839105,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE22
CR07005297886925684737,advertiser_name,ISSUE16
CR07005647806501224449,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40|ISSUE30"
CR07005880902966312961,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE40|ISSUE30,ISSUE58"
CR07005930106111655937,aws_ocr_img_text,ISSUE10
CR07006079914570940417,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE55|ISSUE55"
CR07006603282105761793,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE45,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR07008041168436985857,advertiser_name,"ISSUE215,ISSUE18"
CR07008978776977571841,google_asr_text,"ISSUE16,ISSUE18"
CR07009149751035691009,aws_ocr_video_text|google_asr_text,"ISSUE212,ISSUE12|ISSUE12"
CR07009201428082196481,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE40,ISSUE200,ISSUE45|ISSUE22|ISSUE40,ISSUE45"
CR07009289870048755713,ad_text,ISSUE90
CR07009564266919362561,aws_ocr_video_text|google_asr_text,ISSUE212|ISSUE212
CR07009597252268195841,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
