filename,transcript,stt_confidence
HOUSE_NE02_CHANGECAMPAIGN_RESTAURANT_WORKERS,"The food worker here in Omaha, and I have coronavirus can afford it. Coronavirus relief everyone to have access to Medicare. They can would take away people's Health Care in the middle of a pandemic.",0.9184874296188354
HOUSE_NE02_CLF_POURING_IN_MILLIONS,"After pouring Millions into Nebraska back in socialist, Cara, Eastman Eastman in her pocket, what could that mean for your pocket? They pass higher taxes on families and small just checking the market and your savings into a tailspin, a shrinking economy still? There's nothing but not stopping her now. Cara Eastman Congressional leadership fund.",0.9482116103172302
HOUSE_NE02_EASTMAN&DCCC_WHO'S_PAYING_FOR_IT,"I'm Cara Eastman and I approve this message. Avast, supporting, John bacon, and Donald Trump was paying for it. And why Don bacon and Donald Trump's agenda. Help them in Washington. So you see those ads, supporting Don bacon. And Donald Trump's agenda. Remember, we're paying the price.",0.9420568943023682
HOUSE_NE02_ESAFUND_COUNTRY_FIRST,"Some leaders, what country first, black General, Don Bacon among the most bipartisan members of Congress bacon delivered tax cuts for families and help Stave off it but Cara Eastman, she's the last thing, the Braska needs Eastman and our allies Nancy Pelosi, and Bernie Sanders will raise taxes and support government-run health care. That's why he's backing easements campaign. This choice is clear, both bacon. Esa fund is responsible for the content of this message.",0.9593021869659424
HOUSE_NE02_HOUSEMAJPAC_SOCIAL_SECURITY,"We were old enough for Social Security and we're proud of it. After all we've earned it. The congressman Don Bacon wants to raise the retirement age and cut her hard-earned social security benefits that could reduce benefits for Nebraska by over $3,000 a year out of office House. Majority Pac is responsible for the content of this advertising.",0.9279705882072449
HOUSE_NE02_JUSTICEDEMS_DRINKING_WATER,"Water polluted by chemicals, like Arsenic and Mercury. Toxic chemicals that cause cancer Congressman Don Bacon took money for the industries that make chemicals that polluted water and bacon voted against funding to clean up the water. We drink, Don Bacon has priorities, but they aren't Justice Democrats are responsible for the content.",0.9781590104103088
HOUSE_NE02_JUSTICEDEMS_ITS_HARD,"It's hard to be pregnant and bacon would make it harder. The insurance industry is given bacon a quarter million dollars and bacon voted to let big insurance companies charge women more, just because they're pregnant, they can even voted to take away. Healthcare from thousands of pregnant women in Nebraska Families. First, they can put the cash first. Baseman will put our Justice Democrats are responsible for the content of this.",0.9649481177330017
HOUSE_NE02_NRCC_LOTTA_LIBERAL_ALLIES,"He's got a lot of liberal allies in DC. But in Nebraska, Cara, Eastman's all alone. Even our former Congressman a fellow Democrat. Radical Cara, Eastman is dangerous to our community and are responsible for the content of this.",0.9386336207389832
HOUSE_NH01_PAPPAS_SHADOW_LOBBYIST,"We can trust Shadow lobbyists, Matt Lauer's to work for us for the big drug companies. That's right, on the payroll, but to protect their bottom line, and it's not the people of New Hampshire. I'm Chris Pappas, and I approve this message.",0.9419882297515869
HOUSE_NJ02_HOUSEMAJPAC_VAN_DREWED,"The top and everyone getting some small businesses in New Jersey homeowners, but helped himself to House. Majority Pac is responsible for the content of this advertising.",0.9103788733482361
HOUSE_NJ02_KENNEDY_SPENT_MY_LIFE,"I spent my life in South Jersey and nothing is more important to me than making sure everybody here has a secure future, and we can't have an economic recovery that works for everyone. You need to trust that. Your next representative in Washington is fighting for South Jersey and Congress. All only work for you. Not a party or president, you, I'll maybe Kennedy and I approve this message.",0.9520313739776611
HOUSE_NJ02_NRCC_WHOSE_SIDE_IS_SHE_ON,"Millionaire Amy Kennedy. Kennedy said there's a lot of defunding police. Amy Kennedy bails out, criminals for the family to pay more expensive, government-run Healthcare. They couldn't raise taxes, but also slash funding for Hospital Jersey would never recover with liberal. Amy Kennedy. The nrcc is responsible for the content of this advertising.",0.9129557609558105
HOUSE_NJ02_VANDREW&NRCC_RADICAL_AMY,Call Amy Kennedy call the police while living in a lavish Waterfront Mansion. We can't trust them or I'm just Andrew and I approve this message.,0.8597643971443176
HOUSE_NJ07_KEAN_TOO_DIVIDED,"This is a difficult time for a country divided. Too angry and extreme Parsons. Like Tom will. Now ski are making it worse to get pacifiers, and get our economy going to reach across party lines. I've done it and Trenton. I'll do it. If you wash this message and I'm asking for your vote because we deserve our Congressman, for all of us.",0.9245648980140686
HOUSE_NM02_CLF_PLAN,"Nancy Pelosi and radical liberals. Have a plan to raise taxes, kill oil and gas gun control to get it done with Pelosi. 95% of the time entering the D from the NRA. That's why Pelosi is spending Millions to bring it back because she's one of them. Pelosi the Liberals stop. Social Taurus, small Congressional leadership fund is responsible for the content of this.",0.9591613411903381
HOUSE_NM02_DCCC_CORRUPTION_AND_DISGRACE,"Corruption, disgrace, a betrayal of the public trust. It's not a Washington story. It's Yvette Harold's while in office Harold, secured over a million of our taxpayer dollars for her own company and an organization run by her own mother. It's why Harold's actions have been called a Regis. Now, she's taking tens of thousands from corporate fax corrupt would make Washington, d.c. Cc is responsible for the content.",0.9539509415626526
HOUSE_NM02_EDFACTION_LOBBY,"If you want a Lobby in bed hair on, you better have a nice Lobby. Carol is a regular at lavish conferences in Washington, d.c. Posted by a corporate-backed lobbying organization. Lobbyist wine and dine Harold in lobby like these since she pushes what they'll all be back in. New Mexico, like Paving the way to spell off New Mexico's. Public lands. Don't let it that Harold trade this for this ETF action. Votes is responsible for the",0.9428504705429077
HOUSE_NM02_HOUSEMAJPAC_CORRUPT,"Carol is corrupt. She used her position in Santa Fe to direct over $500,000 for an organization run by her family is. That's what the Albuquerque Journal. Called vet Harold secret sweetheart. She has it got her company for $140,000 in government contract. Yvette. Herrell is The New Mexico House Majority Pac is responsible for the content of this advert.",0.9234888553619385
HOUSE_NM02_LCVVF_LOBBY,"If you want a Lobby Yvette herrell, you better have a nice Lobby. Harrell is a regular at lavish conferences in Washington, d.c. Supposed to buy a corporate-backed lobbying organization, lobbyist wine and dine Herald in lobby like these. And she pushes what they Lobby back in New Mexico. Like Paving the way to Stella New Mexico's, public lands at Harold trade this, for this lcv Victory fund is responsible for the",0.9604636430740356
HOUSE_NM02_LCVVF_THE_LAND_OF_ENCHANTMENT,"Special interest they could profit off the development of our national public land, which legislation to remove protections from millions of Acres lcv. Victory fund is responsible for the content of this.",0.9399427771568298
HOUSE_NM02_LVF_HEALTHCARE,"Healthcare, we all know, it's too expensive to get away specialist. He had a pre-existing condition because she puts insurance company's first, but our Champions to protect that the healthcare because we come first",0.8933036923408508
HOUSE_NM02_LVF_HEALTHCARE_SP,"Cal Coastal, so he filled up the nest Coronavirus.",0.7337368726730347
HOUSE_NM02_NRCC_SAID_SHE'S_DIFFERENT,"Xochitl Torres. Small search different Washington V. The party line voting with the remix to kill New. Mexico jobs, burning a D from the NRA, who is small even stand with liberals? Pushing the largest tax hike in history. She took their money. They got it. So she'll Torres, small soda sound.",0.8977417349815369
HOUSE_NM02_NRCC_SPENDING_MILLIONS_SP,"Nancy Pelosi. Lovely small, 4K yesterday, Salado such a small, a poem plant in Las Vegas.",0.8059427738189697
HOUSE_NM02_TORRES-SMALL_MY_GRANDMOTHER_SP,Play searching for a small.,0.966813862323761
HOUSE_NM02_TORRES-SMALL_THESE_DAYS,"These days, it's easy to point out problems, getting things done. That's hard in New Mexico. We're fiercely independent, but we aren't afraid to work together, because when the chips are down, we have each other's back. It's why I work with Republicans and Democrats to build Common Ground. I know it's hard, but one of New Mexicans, ever, back down from a challenge, I'm so small. I approve this message because New Mexicans get things done.",0.9518699049949646
HOUSE_NM02_TORRES-SMALL&DCCC_ESSENTIAL_MEDICAL_SERVICES_15_SP,"That's the busiest medicos on Athens. Real estate investor, dad.",0.515579342842102
HOUSE_NM02_TORRES-SMALL&DCCC_NAT_WILLIAMS,"I'm a lifelong Republican and Doctor the only Hospital from miles around. When coronavirus hit. We almost went under Social Security, Medicare funding to keep our doors open. She never asked if we were democrat or republican, she represents all of us. And guess what? Access to healthcare means. The world to me to G's this year on voting. The person not the party that's social for a small. I'm so small and I approve this message.",0.9385659098625183
HOUSE_NM02_TORRES-SMALL&DCCC_REPUBLICANS_DON'T_THINK_SP,McDonald's in Washington.,0.7800677418708801
HOUSE_NV02_AMODEI_BEAUTIFUL_FALL_DAY_60,"Pay Nevada. Champion award from the core Network Institute from the citizens for responsible Energy solutions for thousand clean energy jobs in Nevada. Legislation original co-sponsor. My opponent says she loves it. You're welcome and performance on the environment energy and renewable resources. Yes, I approve this message.",0.9460654258728027
HOUSE_NV02_AMODEI_ENDURING_THE_CYCLE,"3 p.m. Nevada. Thanks for doing the 2020 election cycle. It's been a privilege for me to serve as your Congressman. I've asked you to concentrate on proving performance, proven performance was time to implement the cares act that small, Nevada gaming, businesses are eligible to be paid about 50,000 jobs. That's proven performance and a day for Nevada, paid for it.",0.9554690718650818
HOUSE_NV02_AMODEI_HEROES_ACT,"They Nevada, some folks and criticize my no vote on speaker. What was in it? Well, there was defunding the police by about six hundred million dollars taking control of this federal election repealing. The Nevada legislature has recent minimum wage and making unemployment pay more than employment. Did I vote against that? Yes. I did. I Mark amodei and I approve this message.",0.9636879563331604
HOUSE_NV02_AMODEI_TREATING_VOTERS_WITH_RESPECT_60,"Pay Nevada. Proven performance includes how candidates act are you treating the voters with respect? Are you talking about the issues you treating your opponent with respect. Don't scare voters with Mindless partisan. Talking points, in one way or another talk about the issues, the fax and proven Solutions office should mean that it's legislation on both sides, reaching out to both sides. So well, thought out results. It's been important to me as your Congressman when you decide how I'm Congressman Mark. And I approve this message paid for it.",0.9563226103782654
HOUSE_NV03_CLF_EVERYTHING_WRONG_WITH_WASHINGTON,"Commissioner Dollar Store husband's company. The first known member of Congress to benefit enjoyed up to $75,000, and Suites. Rates as Congress got briefings on the pandemic.",0.9359874725341797
HOUSE_NV04_HORSFORD&DCCC_RALAYA_ALLEN,"You shouldn't have to choose between your health and paying bill. Doesn't get that. He'd rolled back protect for people with pre-existing conditions and slapping age tax on seniors. Cripple, Nevada, families. I'm supporting Steven Horsford existing conditions. Lower prescription drug costs and invest in job training, creating opportunity. So we stay healthy without breaking the bank and I approved.",0.9452211260795593
HOUSE_NV04_HORSFORD&DCCC_THE_REPUBLICAN_PLAN_SP,Islam Republican or if I don't know South Rose. Steven Horsford Lucha. Por Nosotros. I'm Steven Horsford and I approve.,0.9443197250366211
HOUSE_NY01_314ACTIONFUND_PREEXISTING_CONDITIONS,"Cancer, 1960.",0.4839925765991211
HOUSE_NY01_COBB_COWARDICE,"We all make choices. Elise stefanik chose cowardice failing to stand up for American soldiers. Threatened by Russian bounties police, chose greet, taking drug and insurance company, Monday, and voting district. Health Care from 64,000 cure Felice. Chose her ambition, but failed to get relief for our struggling, businesses workers and families over us. We can choose someone better.",0.9492454528808594
HOUSE_NY01_COBB_WANT_YOU_TO_KNOW,I want you to know I'm running for congress years and I'll never go along with the police career. I'm petrikov and I approve this message because I'll always put you first.,0.8900571465492249
HOUSE_NY01_GOROFF_SEEN_THOSE_ADS,"Nancy goroff by. Now. You've seen those ads by Lee. Zeldin are lying. Course. I oppose defunding the police. I raised my daughters in Suffolk and my top priority is to keep our community safe. That means making sure the police have the funding and training, they need and following the science on the pandemic. I approve this message because there is nothing more important than the health and safety of Suffolk families.",0.9471872448921204
HOUSE_NY01_HOUSEMAJPAC_PREEXISTING_CONDITIONS,"Even covid-19. These are pre-existing conditions long Islanders live with and they shouldn't be denied health care because of them, especially during a pre-existing conditions.",0.9087676405906677
HOUSE_NY01_ZELDIN_DAD,"TV commercials. Now we're supposed to get a woman exactly like her. That princess is almost always be covered our highly zeldin and I approve this entire message, except the car.",0.8658218383789062
HOUSE_NY02_CLF_BREAKING_NEWS,"Breaking news and investigation, reveals the Army, recommended relieving, Jackie Gordon of command for dysfunctional and toxic leadership. Not once, but twice running for office, then lied about it. We didn't truck Jackie Gordon Congressional leadership.",0.9431796669960022
HOUSE_NY02_GARBARINO_GREW_UP_HERE,"Major Garbarino. I'm trying to be supportive and 13th to be put away like you. I love living on my own values are just like yours, defend, the middle class. Keep taxes down, respect law enforcement cuz I believe every cop. Should I be Quinn support and training needed to keep Long Island safe. I'm Andrew Garbarino. I approve this message and I bet the blue.",0.9605564475059509
HOUSE_NY11_CLF_ALL_THE_WAY_LEFT_15,Astros came in.,0.8584019541740417
HOUSE_NY11_HOUSEMAJPAC_OPIOIDS,Are destroying too many lives and families. Batiks get treatment and made a fortune buying stock in a manufacturer found liable for Killers. She's never been for you. She's a fraud House. Majority Pac is responsible for the content of the Stafford Act.,0.9245821237564087
HOUSE_NY14_CUMMINGS_GUN_VIOLENCE,I was born in the Bronx was a cop in the Bronx and queens. We kept the peace. But today there's already been more murders than all 2019. The police really. How about we defined AOC. I'm running for congress to break out so I can get on TV. I'm John Cummings and I approve this message.,0.9511492252349854
HOUSE_NY14_CUMMINGS_GUN_VIOLENCE_SP,"Youngest unit, Bronx, Bronx mean in Williams plant a Miele fast Alexandria. Ocasio-cortez.",0.8086748719215393
HOUSE_NY14_OCASIO-CORTEZ_CONSEQUENCES,"This year, we've experienced the disastrous consequences for themselves and hatred. And our future is brighter help here at the human, right, climate action, and the creation of millions of good job. A better world is possible. We just need to choose it with no exandria Casa Cortes and I approve this message.",0.9389491677284241
HOUSE_NY21_STEFANIK_2020_COWS,"There are more cows on this farm and there are members of Congress in DC and they get along a lot better too today. Washington is more divided than ever. It's why I crossed the aisle to help our seniors and our veterans to lower healthcare costs and to help our small businesses and family farm. I'm proud to be one of the most bipartisan members of Congress. I'm Elise stefanik and I approve this message because if they can get along, so, should the folks in Washington, right?",0.9589467644691467
HOUSE_NY21_STEFANIK_FIVE_THINGS,I'm Elise stefanik and I approve this message. The police and Cuomo's bail reform for the North country.,0.9311480522155762
HOUSE_NY22_BRINDISI&DCCC_MIKE_LIBERATORE,"We manufacture personal protective equipment, we can both parties to require critical. Medical equipment is made in America. We need the supplies and we need the jobs. Thanks to Anthony. We've been able to expand and we're doubling our Workforce. I'm Republican and I support Anthony brindisi because he got something done.",0.9604904651641846
HOUSE_NY22_BRINDISI&DCCC_WHAT_DO_YOU_THINK_OF_SPECTRUM,I mean this message it's no surprise that Claudia gave every year ever since back to Washington. I guess Spectrum. Once they're cut.,0.8232510685920715
HOUSE_NY22_CLF_EVERYTHINGS_AT_STAKE,"Are police recovery. Freedom liberal, Anthony brindisi is on their team has sided with Nancy Pelosi and Joe Biden impeaching, our president packing, our police with a 4 trillion dollar tax hike on the way. Is he in the Liberals will destroy our country? If they win? We lose we've got to do our part to save America and fire Anthony brindisi. Congressional leadership fund is responsible.",0.9169933199882507
HOUSE_NY22_CLF_NOT_ON_HIS_TEAM,"In lockstep with Nancy Pelosi. He voted for the Democrats anti-police. Spell turned out to be a total disaster. President Trump knows he can count on Claudia Tenney. We need Claudia. Tenney in Congress, fighting for our police, and your safety, your jobs, your borders and your god-given. Right is Claudius and Congressional leadership.",0.9282829165458679
HOUSE_NY22_HOUSEMAJPAC_ITS_A_PATTERN,"Claudia Tenney, it's a pattern. And he took thousands from the pharmaceutical industry and voted for a bill that gave them billions in tax breaks. Even as she opposed, capping prescription costs for seniors, even more money from the insurance industry, and soda to let them charge you more and cut protection for pre-existing conditions like cancer or even the coronavirus, the pattern turned her back on you.",0.9537320137023926
HOUSE_NY22_NRCC_TODD_HOOD,"Two months ago, Anthony brindisi asked us how he could help. Sheriff, explain exactly what we needed. He said he would support us and then dangerous situations instead of us.",0.914202868938446
HOUSE_NY22_TENNEY&NRCC_FOCUSED_ON_ONE_THING,"Nancy Pelosi is focused on one thing stopping Trump. Impeached, him putting politics before the country, and Anthony brindisi puts Pelosi before us. They voted to impeach President Trump. Marched with cop haters and voted to fund our local law enforcement. Then there's Marine mom, Claudia Tenney. The blue. What's our president penny for us, I'm Claudia 10.",0.925387978553772
HOUSE_NY22_TENNEY&NRCC_HOLD_SPECTRUM_ACCOUNTABLE,I approve this message. The money talks to behind. Spectrum cable.,0.8916385769844055
HOUSE_NY23_REED_BRICK,"It's Tom, a few weeks ago, a radical threw a brick like this, through our window extremism. Like this in our communities is unacceptable. That is why we found in the problem solvers caucus in Washington. To bring us together to unite us to achieve a better day is for children, bricks and destroying the vibe. But if you join us, we can use these bricks to build a bridge to better tomorrow. I'm sorry, and I approve this message.",0.9375830292701721
HOUSE_NY24_BALTER&DCCC_SOLD_OUT,"Dana Balter this message, John keto, and Donald Trump sold out our social security and Medicare, they want to pay for it by cutting Social Security, and Medicare and John cacio from negotiating, lower drug prices and hurting us and hurting us and hurting us.",0.9452819228172302
HOUSE_NY24_BALTER&DCCC_THE_LAST_FOUR_YEARS,"For the last four years in corporations, finally pay their fair share. So we can cut taxes for Working Families including tax credits for childcare and caring for aging, loved ones and make Healthcare affordable. Joe Biden and Dana Balter will bring people together to get it done.",0.9138739705085754
HOUSE_NY24_CLF_ROBERT_BARTLETT_60,"Dana Balter is not your average liberal Balter work with a radical group that protested, the death of solemani and Iranian terrorists, a medically, retired Staff, Sergeant Robert bar. And I was hit by an ESP from Iran. Roadside bomb cut through my vehicle, cut me in half and left corner of my tumbled down for my jaw. I'll never forget the smell of the inside that vehicle when I found out and Dana Balter work with a radical group. That protested, the killing of General soleimani, Iranian terrorist made my blood boil of soleimani was directly responsible for the bomb. That could almost kill man did kill my friend site reason to me. That's how I mean, there's no other word for his treason. I could you protest it. This somebody like that. He's a terrorist. I have to speak out for my buddies, were a daddy, don't have a voice, the bomb, took my lips, but I still have a voice electing. A radical like Dana Balter is a total, the trail to Veterans, like myself. Congressional leadership fund is responsible for the content of this advertising.",0.9728803634643555
HOUSE_NY24_GOVERNINGMAJORITY_THE_COMPANY_SHE_KEEPS,"What kind of company would Dana Balter? Keep in Congress? Well, just like Nancy Pelosi takeover of health care and just like AOC Dana Balter supports New York's dangerous. If a law that puts criminals back on our streets. Dana Balter is one of them and that's why she's not for us. The governing majority fund is responsible for the content of this advertising.",0.9551156163215637
HOUSE_NY24_KATKO_BIPARTISANSHIP_NEWS,"When was Brewster of bipartisanship when it comes to the response and he's been there for Onondaga County and all Central, New York?",0.8136634826660156
HOUSE_NY24_KATKO_JIM,"This message has been equipped to lead our recovery from an elected Democrat. I'm supporting genketo as a combat veteran, I support John katko.",0.9009111523628235
HOUSE_NY24_KATKO_TWO_YEARS_AGO,"I'm drunk at go and I approve this message. Community, she isn't just an experience.",0.9283081889152527
HOUSE_NY24_NRCC_ENDORSED,"Dana Balter says she's endorsed by Joe Biden, but are costly ideas hard. Let's talk about Medicare for all. Let's get that straight, Dana Balter a costly liberal agenda. Can't afford.",0.9803552627563477
HOUSE_NY25_MITRIS_THE_UNDERDOG,"Running for congress. You can't win insiders. I believe you deserve better. I came here to live the American Dream Live, It With Me, send me 25 free. You send me to the House of Representatives to represent You Not Special Interest, not my opponents. Interest yours elections were both choices. Please make me your choice. I'm George metres. And I approve this message.",0.9292516112327576
HOUSE_NY27_MCMURRAY_STOP_YOU_RIGHT_THERE,"For Congress to protect Social Security and Social Security, which means Chris Jacobs is threatening our retirement. And our Healthcare. He's out of touch and that hurts Western New York families. Always work for. What's your family approve? This message?",0.9202998876571655
HOUSE_OH01_CLF_HARDER_THAN_EVER,"Is it cheap but it's hard to make things worse. With higher taxes. First Step plan is so expensive. Family $65,000 a year. Thanks, but no. Thanks, economic disaster for Ohio, Congressional leadership.",0.902907133102417
HOUSE_OH01_DCCC_SHADY_STEVE,"Katie Steve Chabot, the FBI investigated, his campaign. After 120 $3,000, couldn't be accounted for Cheryl Hughes. Just political organization to be a family member 150,000 Dodgers game times to increased health, care costs, and take away protections for people with pre-existing conditions, a new representative.",0.9125567674636841
HOUSE_OH01_SCHRODER_THE_CHALLENGES_OF_THIS_MOMENT,"The challenges of this moment to Public Health and expanding treatment as a cancer, survivor Healthcare and personal because it's not okay, to play politics with people's lives. I'm running for congress to fix Healthcare to rebuild the middle class to work hard for our community Schroder. I approve this message and hope to earn your boat.",0.9308618307113647
HOUSE_OH10_TIMS_IGNORED,"All of these people by career politician Mike Turner, so I'm running for congress to put the needs of hard-working, Ohio and Spurs. My priorities are you're attract more businesses hear him 95% of the time this message to be your voice.",0.9265127778053284
HOUSE_OH10_TIMS_STRIFE_AND_DIVISION,"In This Moment, instead of protecting this moment requires a new leader, I'm Desiree, Tim's, and I approve this message.",0.9214973449707031
HOUSE_OH12_BALDERSON_THE_ECONOMY,"I'm absolutely committed to make sure we get through this app. Will definitely stay for economic growth so far. They want to raise taxes and bring back more regulation right now, is the time to do that. This would be the worst time to raise taxes on families. This country is coming back.",0.9298040270805359
HOUSE_OH13_HAGAN_FAILED_RECORD,"We can't afford Tim, Ryan's field record after police boats with Nancy Pelosi 95% of a time. And what are Ryan's results are Community, suffers the second highest poverty rate in America and Ryan wants a taxpayer-funded pay raise for himself. Well, we need some new people and political office. I would say your rights in Ohio needs, Christina, Hagan endorsed by First Responders, Christina Hagan for Congress.",0.9489837884902954
HOUSE_OH13_HAGAN_PELOSI_PAWN_15,Pelosi Pawn. Tim Ryan wants to give himself a pay raise for Congress.,0.8789190649986267
HOUSE_OH13_RYAN_CALM,"2020 has been exhausting. I'm Tim Ryan, and I approve this message.",0.9640356302261353
HOUSE_OH13_RYAN_DONNIE,"My cousin Donnie's last day at work machine from the factory floor, ship it to China. Our families have been through alot. I work every day to make sure this never happens. Again. I'm focused on creating jobs in the new energy economy. The new GM battery plant electric trucks at Lordstown Motors, and I'll trade workers are building natural gas facility. It's not just talk. Thousands of jobs, right here, right now. I'm Tim Ryan and I approve this message.",0.9576263427734375
HOUSE_OH13_RYAN_INTERVIEW_KIDS,"Real voters interview, Christina Hagan to serve in Congress. To cut the pay and benefits of the police. Collective bargaining for firefighters. I'm sorry. No way. Are you kidding me? I'm Tim Ryan, and I approve this message.",0.9858377575874329
HOUSE_OH13_RYAN_INTERVIEW_PRIVATIZE,"Voters interview, Christina Hagan to serve in Congress. Privatize Medicare coverage for pre-existing conditions. Congress near Cleveland. You can't even vote for yourself. It's not happening. I'm Tim Ryan and I approve this message.",0.9663165807723999
HOUSE_OH13_RYAN_TOXIC_POLITICAL_PARTY,"Cleveland Plain Dealer call, Christina Higgins. Be used to cringe and toxic the equipment for nurses. I'm Tim Ryan healthcare for working. People is a priority. That's why I approve this message.",0.9487846493721008
HOUSE_OK05_BICE_NOW_IT'S_YOUR_TURN,The campaign is almost over. Now. It's your turn to choose between my vision for Oklahoma and Kendra horns. I stood up for Criminal Justice Reform and teachers fighting for the pay raise in Congress over for you. Not Nancy Pelosi. I'm stuck. I approve this message and ask for your vote.,0.944564163684845
HOUSE_OK05_CLF_OIL_AND_GAS,Oklahoma City Place by renewable energy. This is their radical agenda attacking jobs putting the Target on Oklahoma's economy and liberal Kendra horn. She's just like that happen. Congressional leadership.,0.9368820786476135
HOUSE_OK05_DCCC_POLITICIAN,"NeverEnding the false promises, empty word for you Allen, and against Oklahoma says, no to Stephanie Bice.",0.8011884689331055
HOUSE_OK05_HORN_HEARD_A_LOT_ABOUT_ME,"I'm sure you've heard a lot about me, a lot of it's not. True. I've never voted against Oklahoma energy jobs. I'm not afraid to stand up to Democrats in Washington. I opposed a ban on fracking and it voted against outrageous. Vending build twice. I vote with the best interest of Oklahomans that are good Public School access to affordable, health care of things matter. And it's what I find for. I'm Kendra horn and I approve this message and humbly ask for your vote.",0.9628735780715942
HOUSE_OK05_HORN_LIFES_HARD_RIGHT_NOW,"Life is hard right now. I'm anxious about my family's future for me. Two things have become very clear. First. Our kids need access to good public schools to thrive and second Affordable Health Care is critical, especially for Oklahomans with pre-existing conditions, like covid-19. One more thing, that's clear than ever Kendra horn. Not Stephanie byes to understand that and will deliver results, and I approve this message.",0.9489986896514893
HOUSE_OK05_HORN_OKLAHOMA_COMES_FIRST,"Kendra horn. Oklahoma always comes first Washington D.C.'s against medicare-for-all, because that's not right. And I approve this message because I work for you and I'll never forget that.",0.9791399836540222
HOUSE_OK05_HOUSEMAJPAC_ON_TV,On TV. Stephanie. Bice makes nice with teachers. Her actions. Tell another story louder than words with Stephanie Bice. They're anything. But nice.,0.8984974026679993
HOUSE_OR04_DEFAZIO_THE_MORE_YOU_LEARN,"The more you worry, he doesn't believe in the minimum wage in Oregon Ian's author healthier scarlatos said he doesn't believe me. No, I do not like scarlato's fined for Dancing With the Stars.",0.9199090600013733
HOUSE_OR04_HOUSEMAJPAC_DANCES_WITH_THE_STARS,"Alek skarlatos dances with the stars, but he's out of step with hardworking, organ families, skarlatos. Opposes, the minimum wage, which was a center schools in grocery stores to help care for thousands of jobs in healthcare House. Majority. Pac is responsible for the content of this advertising.",0.9443280100822449
HOUSE_OR04_NRDC_CRISIS,"A crisis can define a leader. When the wildfires began to rage Peter DeFazio, didn't hesitate the immediately Lobby. The White House for emergency funds to fight the fire deposit. Then work with Democrats and Republicans to secure disaster. Relief. Climate change, Peter DeFazio. The leader we need in our DC Action boats is responsible for the content of this Dad.",0.9559080600738525
HOUSE_PA01_CLF_JAIME,"My husband is Tyler. So I'm by myself for days a week. I will not support Christina finello because the people that are supporting her wanted to fund the police. Our schools are parked coming home from work. Radical friends, had their way shame on you, Christina. Finello.",0.9279446601867676
HOUSE_PA01_FINELLO_JOE_BIDEN,"And Christina. And in Congress, my focus will be you. That's why I approve this message.",0.9525383710861206
HOUSE_PA01_FINELLO&DCCC_ONLY_ONE,"Only 11 congressman from our area voting for Donald Trump's agenda. Brian Fitzpatrick, Trump's tax cuts for the bailouts for big corporations and protections for pre-existing conditions. That's what's gotten us into this mess. And now as Trump ignores the virus and appointed Justice who will Outlaw Fitzpatrick continues to stand by Donald Trump and I approve this message.",0.9712128639221191
HOUSE_PA01_NRCC_PEACE_OF_MIND,"We moved to Bucks County for Peace of Mind safety. Now, Christina. Finello would take that away from us. Dimillo's the ports of releasing criminals from prison murderers on our streets. Vanilla even marked with a group that called cops terrorists, and want to defund the police. If you were a cop, if someone breaks in slower response times, Christina finello in Bucks County. She can't keep us safe in. RCC is responsible for the content of this Saturday.",0.9557725787162781
HOUSE_PA04_BARNETTE_SUPER_PACS,"There are 214 packs, influencing our district future and my opponent Madeleine Dean. They donated close to a million dollars to her campaign, who owns my opponent. How about big Pharma? Big Insurance? Big media Wall Street. Do you really think Matt is working for you? Give me a chance. I will work for you. I'm Kathy Barnett and I approve this message.",0.9599844813346863
HOUSE_PA07_WILD_I_LOVE_THIS_PLACE,"I love this place. My dad was in the Air Force and we moved constantly, but when I came to Lehigh Valley, more than 30 years ago. I knew I was finally home people here are independent and Brasilia and want the same things, fairness high-skilled. Jobs, not just for those with a 4-year degree, and affordable, health care, and prescription drugs in Congress. That's exactly what I've been working for. I'm Susan wild and I approve this message.",0.9586994647979736
HOUSE_PA08_BOGNET_IMPEACHED_15,"Cartwright voted to impeach President Trump. For me is a vote for the trumpet, ended in northeast, PA.",0.8253740072250366
HOUSE_PA08_BOGNET_ONE_OF_US,"Cartwright, not one of us, peons for luxury houses, a private jet and a yacht Cartwright supports the radical left attacks on our police and and the Steep for illegals. When you voted for President, Trump heart rate, voted to impeach him. He's a liberal and a phony. I'll stand up for you. Work with President Trump to create jobs and get this economy moving again, and I'll stay true. Value built in North East, PA and I approve this message.",0.9327526092529297
HOUSE_PA08_BOGNET&NRCC_DAD,This business from scratch. He's old school honest. Tough. Mom called Dad had a heart attack. He almost died. I came back home to help out and Social Security specially with covid-19 unity. That's why I'm running for congress. I'm and I approve this message.,0.9862077236175537
HOUSE_PA08_CARTWRIGHT_BOGUS_COMMERCIALS,Don't believe this commercials that are on true. That's not Matt Cartwright lying to TV add-ons on fire when I needed cops and I need is funding. Matt Cartwright was there for us? That's why I were able to make safest cities. Matt Cartwright is all about Chief and thanks for your service. Cartwright. I approve this ad.,0.9381619691848755
