cmag_vidfile,google_asr_text,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE14,ISSUE15,ISSUE16,ISSUE17,ISSUE18,ISSUE19,ISSUE20,ISSUE21,ISSUE22,ISSUE23,ISSUE24,ISSUE30,ISSUE31,ISSUE32,ISSUE37,ISSUE39,ISSUE40,ISSUE41,ISSUE43,ISSUE45,ISSUE50,ISSUE52,ISSUE53,ISSUE54,ISSUE55,ISSUE56,ISSUE57,ISSUE58,ISSUE59,ISSUE60,ISSUE61,ISSUE62,ISSUE65,ISSUE67,ISSUE68,ISSUE69,ISSUE70,ISSUE80,ISSUE82,ISSUE83,ISSUE90,ISSUE91,ISSUE92,ISSUE93,ISSUE95,ISSUE96,ISSUE98,ISSUE101,ISSUE102,ISSUE103,ISSUE104,ISSUE105,ISSUE106,ISSUE111,ISSUE118,ISSUE200,ISSUE208,ISSUE210,ISSUE212,ISSUE218,ISSUE221
GOV_CT_LPCT_STOP_LAMONT,"I don't like wearing a mask and neither do. My classmates makes it hard to breathe with the mask on because it gives me, Hey, cuz it makes me feel frustrated. The state of emergency.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_LPCT_STOP_LAMONT_60,"Governor Lamont to my classmates, my friends, or my teacher smile. Makes it hard to breathe on us because I can't. I don't like wearing a mask because it gives me a headache. I don't like wearing messages and makes me sad.The Mask mandate in the state of emergency,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_PATRICELLI-REGAN_MISLED_BY_NED,"Are you a Connecticut taxpayer? Who is tired of being misled by Ned and his executive orders? I am Susan patricelli, Regan. Republican candidate for governor in 2022. I want to instill. Physical proof and transparency, accountable Law, and Order and constitutional freedoms in our state. Let us end of 2022, I'm Susan patricelli, Regan and I approve this message.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_BETTER_THAN_EVERYONE,"I can remember my dad saying, you're no better than anybody else, and nobody else is better than you. But today is politicians feel like they are better than everyone else. People are tired of this rhetoric, coming out of the state government that everything's fine. It's not fine. Rising crime corruption. It's not just the political insiders, but everyone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_BOTTOM_OF_THIS_15,"Got a background in a card accounting. We're going to get to the bottom of this, not to reduce essential services, but to make sure that when you pay that tax bill, at least, you know, it's going to a place is going to help people. I'm Bob stefanowski and I approve this message.",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_ELLIS_ISLAND,Good morning is Bob stefanowski Island. One of the first things I will do it on Governor is on cut that sales tax deliverable and we can work together to make the state better Bob stefanowski. I approve this message.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_FANTASTIC_LISTENER,"One of the things that I really love about Bob stefanowski is that he's a fantastic listener to be in the state, I do feel that he would be great. It takes time to speak with people and lessen the same way that most people are expected to run their household. He will be really great first date. I know he's going to work for. You are for us actually believe in them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_IN_SEARCH_OF_OPPORTUNITY_SP,But I do got a notice from Ileus.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_INFLATION_15,Inflation has Connecticut. Residents paying 40% more house. Key has a plan to help. I'm Bob stefanowski and I approve this message.,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_JOB_SP,Don't come in Connecticut.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_PUBLIC_UTILITIES_SP,Mosbacher.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_SPENDING_MY_MONEY,I certainly don't trust the way government is spending my money. I do feel that there's a lot of waste will begin to restore transparency and Trust. Absolutely no accountability Bob stefanowski but I approve this message.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_TAX_RELIEF_15,"As Governor, I'm going to provide immediate tax relief, cutting property taxes. Reducing taxes on gas permanently and eliminating Ned Lamont new tax on food this message.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_THE_NAME_60,"This is Bob stefanowski, his actions speak loudly. I know what it's like to start with nothing came through. Ellis Island immigrants about what is possible doable deliverable to the point first everything. But it doesn't make it a little bit more affordable to go buy groceries. We can absolutely do it in the state of Connecticut and we can work together to make the state better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_TRANSPARENCY_FIRST_15,"Bob stefanowski, an agenda first Bob stefanowski, this message,",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_TURN_IT_AROUND_15,"Bob stefanowski to the state and turn it around immediately fit. What we can do is we can make it a little bit better, a little bit more affordable for people to live here. I'm Bob stefanowski, I approve this message.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_VERY_SERIOUS_15,He looks very serious but he is super kind. Super sweet.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_CT_STEFANOWSKI_WHO_HE_IS,"Bob stefanowski showed me who he is, he was more like, which is a good thing can relate to individuals across the state with an add-on. Bob has got some really great ideas. He's doing the job because it's the right thing to do, but I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_FL_AARP_CRISIS,"Florida phases of Nursing Home, Care crisis, the nursing home in HP 1239 Florida. Seniors deserve better. Our governor must act now, to protect nursing home residents. Tell the governor veto, HP 12:39, don't cut Nursing Care in nursing homes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GOV_FL_CRIST_DISNEY,"Governor Ron DeSantis verses Disney taxes? 15 to 20% Millions Ron? If you want to run for president, do it but don't make us pay your decision tax.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_FL_FLDP_SHAME_SP,"Play me Solano Wednesday, Ron DeSantis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_FL_LINCOLNPROJECT_BACK_TO_SCHOOL,The Lincoln project is responsible for the content of this advertising.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GOV_FL_LINCOLNPROJECT_BACK_TO_SCHOOL_60,"Florida, got it, right? And the lockdown States. Got it wrong.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_FL_RGA_RESULTS,"Republican-led States. Like Florida. Have prioritized citizens. Michigan have made by Now, people are fleeing those days and moving to Florida, Texas and Tennessee because Republican Governors, kept small business is open and our kids in Republican Governors are delivering results for the American people.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_ABRAMS_DIDN'T_QUIT,"When I didn't win the governor's race, not getting the job. Didn't exempt me from the work and so I didn't quit. I got back to work. Paid off the medical debt of 68,000 Georgian helping small businesses, stay alive, making sure they have the financing they needed and putting money into the pockets of family. I was raised that when you don't get what you want, don't give up. You try again, that's the job of Governor to build won Georgia or everyone has the opportunity to survive.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GOV_GA_ABRAMS_DIDN'T_QUIT_60,"the last four years, I've seen word Origins face pain, face challenges, When I didn't win the governor's race, not getting the job. Didn't exempt me from the work and so I didn't quit. I got that to work. Paid off the medical debt of 68,000 Georgian helping small businesses, stay alive, making sure that the financing they needed and putting money into the pockets of families. Trying my best to make sure that every dorton had access and opportunity. I was raised that when you don't get what you want, you don't give up. You try again, you try because it's how things get better. Tell the world moves forward, I don't quit the Georgians deserve leadership and that's what a leader does. That's the job of Governor. I want one Georgia for everyone has the opportunity to rise together and everyone has the opportunity to thrive and now let's get the job done.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_ABRAMS_EXECUTIVE_FOR_THE_STATE,"The governor is about being the executive for the state. I've started multiple companies, I have been a consultant. I've been the CEO. I've been the co. I've been a tax attorney. I know how to run a business cuz I know that we have to think about the people doing the work and the people were trying to serve, we have been incredibly successful in putting money back into the pockets of small business, owners helping create new jobs throughout the state, and that's why I'm running for governor, because I believe in success for",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_ABRAMS_FILM_INDUSTRY,"Dozens of us who work in the Georgia, film industry tax credits date and make sure that the industry stage. Stacey Abrams save my job.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_ABRAMS_HOMEWORK,I'm Stacey Abrams running a small business and help Democrats Republicans and independents together to create good-paying job. So that's how we serve. Georgia families. Let's eat.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_ABRAMS_MS_TERESA,"Best fashion, during the time of this made my day.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GOV_GA_ABRAMS_OPPOSITES,"Seems like I talked to anyone. Stacey Star Trek, we don't always agree but our differences. There are super power company together to finance other small businesses and help them save and grow job. That's how we're going to grow Georgia's economy. We can agree on that.",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_FFA_MEDICAID_EXPANSION,George Williams and Healthcare funding. During a leaving 5:00 throughout. The state tell Brian Kemp to include mention on the special legislative agenda for by fair fight action.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_FFA_MEDICAID_EXPANSION_2,"The Children and Families. I care for are facing Rising medical bills. Parents jobs are at risk. They can't afford their medication, and families are faced with impossible decisions that no parent should have to make has refused federal dollars to expand Medicaid that would help patients like mine. Is he playing politics or does? He just not care? Pay for by fair fight action.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_FFA_MEDICAID_EXPANSION_3,"And those moments when I'm sitting with a parent, who's crying telling me they can't afford to pay for the medications for their families. I just don't understand. We have the means in Georgia to help these families. Why won't my account fully expand? Medicaid. Is it? Because he just doesn't care. Saving people's lives. Should never be a political issue. It's time we speak up. Hopefully, they'll hear our voices. Pay for by fair fight action.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_FFA_MEDICAID_EXPANSION_4,"The kids coming in here are so sick in the families there. So stressed their covid bills are piling up and the families can't get covered by Medicaid. They need help. We need help, but Brian Kemp brains have Brian Kemp won't take the free Federal money available to Georgia. Is he playing politics with people's lives? Or does he just not care? Pay for by fair fight action.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GOV_GA_FFA_PANDERING,"Pandering to partisan demands. Brian Kemp and Republicans in Washington. Continue to act in opposition to the most sacred American rights, our freedom to vote. But we're here to protect our community and will never stop fighting to make our voices. Heard to insurance is counted to deliver on the issues that impact our lives in our fight to protect the right to vote because it stopped Jim Crow 2.com paper by fair fight action.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_GAAF_GREATEST_ALLIES,"David Perdue has been one of our greatest allies and one of the most courageous Advocates, no one fights Charter for the people of Georgia that they reproduce. Who's been a complete disaster. On Election Integrity. We can't let it happen again. Brian Kemp has to be defeated in the Republican primary. David Perdue has my complete and total endorsement.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_GAFLC_LAST,America First jobs for Georgians and the best state for business countries like China Fortune for himself but left community's broken last,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_GGAR_CAN'T_HIDE_THE_TRUTH,"Better to speak spending. Can't hide the truth. Brian. Can't claim to be tough on crime, but he actually appointed week liberal judges cut the war until it was election year. Mom makes our elections more secure, but the truth is it kept the Dropbox as needed, for illegal ballot harvesting. But took away the cameras that showed us, it happened. Get your device is responsible for the content of this advertising.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_GGAR_CAN'T_HIDE_THE_TRUTH_2,"Can speak Spanish and can't hide the truth claims they stopped. But the truth is a single piece of classroom or other Woka genda items Camp claims he fought illegal immigration foot. While he's been Governor Georgia has taken in war illegal immigrants than Arizona. And when asked about his pathetic run, has counseling covid. Get your responsible for the content of this advertising.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GOV_GA_GGAR_VOTER_FRAUD,"Can planes investigate, all allegations of voter fraud. Dismissed concerns about, you have not used to call a special session before the runoff in the widespread. The illegal ballot harvesting continue collecting to Democrats. If Kim can't be voter fraud, he won't be Stacey Abrams.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_GGAR_VOTER_FRAUD_2,"Ryan complains, I love the fight too aggressively investigate, all allegations of voter fraud ingressive Lee investigate. All allegations of voter fraud, Elizabeth Park, to Russellville investigate, all allegations of voter fraud alert authorities, investigate, get Georgia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_GOP20_FOURTY_YEAR_HIGH,"Inflation at a 40-year, high open borders, National Security threats. But some politicians would rather talk about conspiracy theories and past losses, letting little extreme. Just take us in the wrong direction. By mistake our country, simply can't afford. We must focus on the future and rebuild our party. But I'm not alone in believing, there's a Better Way. Forward, a conservative vision is needed now more than ever. It's time for GOP, 2.0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_JONES_ELECTION_INTEGRITY,Election results.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_JONES_ELECTION_INTEGRITY_60,"Has Governor Whitmer Vernon Jones do for you Vernon will fight and protect election integrity and will authorize a full State wide forensic audit of the 2020 presidential election and everywhere we've seen the regularities has been in democratic-controlled government. We need free and fair elections. No changing election laws in the middle of election. Stacy's law supercede, state laws as related to all of these absentee ballots. We need to order the election results and ensure dolls.Fighting this for myself. What do you have to hide? Integrity is important. It's important to every single American to know that their vote count, Georgia. We just got to wake up.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_CAME_AFTER_US,"Fauci, Stacey Abrams in the media in school. Small business owners like me worried about layoffs. I didn't care about the politics. I was going to do what's right. We chose Freedom over government lockdowns and you stood with me and you know what we are, right?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_FIRST_TO_REOPEN,"Was the first US state to reopen it because Brian Kemp was governor for politicians, David Perdue in state spending, the gas tax income taxes to help families with inflation. David Perdue in Stacey Abrams, opposed these tax cuts the choice, taxes and walk down with the courage to do. What's right, Brian Kemp",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_IN_WASHINGTON,"Washington, Insider, David, Perdue voted with liberals for trillions in new debt. His out-of-control federal spending a driving inflation through the roof in Georgia, Governor. Brian Kemp is balance the state budget. Every year, he suspended the gas tax to help with prices at the pump and delivered historic income. Tax cuts in Failure, David Perdue, disgusting, Governor, Brian, Kemp, get things done, and he'll be Stacey Abrams again.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_MILLIONS,"Shipping produce rich. Now he's running for governor and for you to oppose is cutting the gas tax to help families. Cause it gusting, she even opposes this year's Income Tax Guy David, I care about you. Georgia.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_NOT_BACKING_DOWN,"This week we should be celebrating baseball. Instead Stacy, will put their political agenda ahead of jobs, small business, even the truth. Here's my commitment secure, it's a simple. And fair elections will always remain the foundation of who we are as a state and I'm not backing down from this fight. Let's go Braves",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_OUR_LEADERS,"I don't blame China for taking advantage of us. I blame our leaders leaders by David Perdue, I lived over there. I've been dealing with China for 30 years, every single product that we sold in our stores from being stolen. From us, we have to stop David Perdue keys for himself, not Georgia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_THE_WORST,"George is the worst according to Stacey Abrams. I am tired of hearing about being the best state in the country to do business. When we are the worst state in the country to live for you. We are the worst state in the country, bless her heart because Brian Unkempt. Brian Kemp Kemp Georgia.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_TROUBLING_TIMES,"Still the number one state for business campus. Back the blue stopping the radical left from a governor who works for Georgians all of us, Governor Brian Kemp.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_TROUBLING_TIMES_2,"Governor. Brian Kemp, Brian Kemp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_GA_KEMP_TROUBLING_TIMES_60,"The last 3 years, for our unemployment rate today. He passed a tough new election Integrity bill that as the governor likes to say, made it easy to vote and hard to cheat and covid-19 shut down their economy has a long list of accomplishments, teaching teacher pay greater access to Quality Healthcare. A governor who works for Georgians all of us. Brian Kemp.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
